Station Name,Date,Min Temp,Max Temp,First Temp,Last Temp
Foster Weather Station,04/22/2016,4.28,13.89,13.56,4.89
Foster Weather Station,04/23/2016,5.39,7.67,5.39,7.39
Foster Weather Station,04/24/2016,6.78,21.67,7.0,6.78
Foster Weather Station,04/25/2016,13.06,26.28,20.06,24.28
Foster Weather Station,04/26/2016,4.78,21.5,7.39,4.89
Foster Weather Station,04/27/2016,5.17,8.28,6.06,5.78
Foster Weather Station,04/28/2016,5.78,8.67,7.39,6.17
Foster Weather Station,04/29/2016,4.89,5.89,5.89,5.28
Foster Weather Station,04/30/2016,5.67,7.67,5.89,6.56
Foster Weather Station,05/01/2016,5.89,7.39,6.56,6.28
Foster Weather Station,05/02/2016,6.56,8.39,6.67,7.0
Foster Weather Station,05/03/2016,7.17,18.89,7.78,13.28
Foster Weather Station,05/04/2016,6.0,16.06,15.39,7.67
Foster Weather Station,05/05/2016,5.17,8.78,5.89,6.89
Foster Weather Station,05/06/2016,9.06,28.06,9.39,21.17
Foster Weather Station,05/07/2016,8.78,23.06,22.39,9.28
Foster Weather Station,05/08/2016,8.0,17.06,12.67,12.89
Foster Weather Station,05/09/2016,9.78,12.5,12.5,10.89
Foster Weather Station,05/19/2016,10.56,14.0,11.5,11.5
Foster Weather Station,05/20/2016,11.17,12.89,12.28,11.89
Foster Weather Station,05/21/2016,13.5,17.5,16.0,15.17
Foster Weather Station,05/22/2016,11.67,19.39,12.5,12.5
Foster Weather Station,05/23/2016,12.67,19.39,13.17,17.06
Foster Weather Station,05/24/2016,19.0,30.39,21.28,27.17
Foster Weather Station,05/25/2016,15.17,25.06,24.39,18.56
Foster Weather Station,05/26/2016,15.06,28.5,15.06,16.0
Foster Weather Station,05/27/2016,17.56,25.0,23.67,18.5
Foster Weather Station,05/28/2016,17.0,27.67,21.67,24.17
Foster Weather Station,05/29/2016,19.0,26.28,24.89,24.06
Foster Weather Station,05/30/2016,16.17,23.5,22.0,21.0
Foster Weather Station,05/31/2016,15.5,20.17,16.89,19.67
Foster Weather Station,06/01/2016,15.28,24.17,16.39,17.89
Foster Weather Station,06/02/2016,16.0,25.06,20.89,24.0
Foster Weather Station,06/03/2016,15.5,21.67,16.06,19.0
Foster Weather Station,06/04/2016,19.06,23.39,20.17,20.56
Foster Weather Station,06/05/2016,17.17,26.39,22.17,21.56
Foster Weather Station,06/06/2016,15.5,27.17,19.56,27.0
Foster Weather Station,06/07/2016,13.56,16.39,16.39,14.5
Foster Weather Station,06/08/2016,12.89,15.0,14.17,14.17
Foster Weather Station,06/09/2016,14.56,21.17,15.0,21.17
Foster Weather Station,06/10/2016,16.28,33.39,16.78,21.56
Foster Weather Station,06/11/2016,20.39,33.0,20.39,31.67
Foster Weather Station,06/12/2016,15.39,28.17,16.0,28.17
Foster Weather Station,06/13/2016,14.78,19.89,15.06,19.06
Foster Weather Station,06/14/2016,17.17,22.28,17.89,19.89
Foster Weather Station,06/15/2016,20.28,29.78,20.28,29.78
Foster Weather Station,06/16/2016,16.17,21.89,18.17,18.0
Foster Weather Station,06/17/2016,16.5,18.78,17.17,18.06
Foster Weather Station,06/18/2016,18.17,21.78,18.39,20.39
Foster Weather Station,06/19/2016,19.89,31.67,24.17,29.67
Foster Weather Station,06/20/2016,22.0,33.56,27.67,30.39
Foster Weather Station,06/21/2016,19.56,24.28,23.39,22.5
Foster Weather Station,06/22/2016,19.56,24.39,23.89,20.28
Foster Weather Station,06/23/2016,18.06,19.89,19.89,19.06
Foster Weather Station,06/24/2016,18.56,21.67,18.89,21.5
Foster Weather Station,06/25/2016,20.39,30.17,20.39,23.78
Foster Weather Station,06/26/2016,21.28,29.28,22.39,21.67
Foster Weather Station,06/27/2016,20.78,31.39,25.56,30.56
Foster Weather Station,06/28/2016,16.39,21.06,21.06,16.67
Foster Weather Station,06/29/2016,15.28,20.56,16.89,19.89
Foster Weather Station,06/30/2016,18.56,25.17,20.06,24.67
Foster Weather Station,07/01/2016,17.17,19.5,17.67,17.5
Foster Weather Station,07/02/2016,17.67,21.28,17.67,20.28
Foster Weather Station,07/03/2016,17.67,21.39,21.28,21.39
Foster Weather Station,07/04/2016,18.56,22.39,20.89,20.67
Foster Weather Station,07/05/2016,20.78,28.39,21.89,26.78
Foster Weather Station,07/06/2016,20.5,29.67,25.67,26.39
Foster Weather Station,07/07/2016,21.17,26.56,23.89,26.56
Foster Weather Station,07/08/2016,20.56,30.0,20.78,29.5
Foster Weather Station,07/09/2016,19.28,22.78,22.17,20.5
Foster Weather Station,07/10/2016,19.28,24.56,23.56,22.67
Foster Weather Station,07/11/2016,22.89,32.0,23.06,26.5
Foster Weather Station,07/12/2016,24.67,30.78,30.39,30.06
Foster Weather Station,07/13/2016,21.78,29.17,28.39,27.5
Foster Weather Station,07/14/2016,20.28,30.17,21.06,28.89
Foster Weather Station,07/15/2016,17.78,24.39,23.5,22.28
Foster Weather Station,07/16/2016,17.06,21.39,18.78,20.0
Foster Weather Station,07/17/2016,20.39,28.5,26.39,24.17
Foster Weather Station,07/18/2016,21.78,24.56,22.78,22.28
Foster Weather Station,07/19/2016,21.0,24.06,23.39,21.0
Foster Weather Station,07/20/2016,21.78,30.5,22.0,24.56
Foster Weather Station,07/21/2016,21.17,31.5,26.39,31.39
Foster Weather Station,07/22/2016,21.56,30.67,22.89,28.39
Foster Weather Station,07/23/2016,20.78,29.06,28.89,29.0
Foster Weather Station,07/24/2016,20.89,33.0,31.56,30.06
Foster Weather Station,07/25/2016,22.5,25.06,24.39,23.78
Foster Weather Station,07/26/2016,21.0,26.67,23.28,23.56
Foster Weather Station,07/27/2016,20.89,27.06,24.0,25.78
Foster Weather Station,07/28/2016,21.56,25.17,23.78,24.28
Foster Weather Station,07/29/2016,20.89,23.89,20.89,23.39
Foster Weather Station,07/30/2016,20.56,22.89,22.5,21.67
Foster Weather Station,07/31/2016,20.28,23.67,23.17,22.56
Foster Weather Station,08/01/2016,21.06,23.89,21.06,23.67
Foster Weather Station,08/02/2016,22.39,26.17,22.67,25.06
Foster Weather Station,08/03/2016,22.67,28.5,23.67,26.5
Foster Weather Station,08/04/2016,23.78,29.5,24.56,26.67
Foster Weather Station,08/05/2016,23.17,27.39,25.56,23.17
Foster Weather Station,08/06/2016,20.0,24.78,23.0,22.89
Foster Weather Station,08/07/2016,20.39,25.89,24.78,24.89
Foster Weather Station,08/08/2016,23.0,25.0,23.17,25.0
Foster Weather Station,08/09/2016,22.39,25.89,23.78,24.78
Foster Weather Station,08/10/2016,23.89,27.67,26.28,27.06
Foster Weather Station,08/11/2016,25.0,33.28,25.28,31.56
Foster Weather Station,08/12/2016,23.17,29.5,29.06,23.17
Foster Weather Station,08/13/2016,23.28,28.17,23.56,27.89
Foster Weather Station,08/14/2016,21.5,26.17,25.28,24.17
Foster Weather Station,08/15/2016,22.06,24.06,23.67,23.0
Foster Weather Station,08/16/2016,21.56,25.5,22.0,24.17
Foster Weather Station,08/17/2016,22.5,30.06,24.78,28.0
Foster Weather Station,08/18/2016,21.17,30.0,23.67,27.5
Foster Weather Station,08/19/2016,20.67,26.56,23.06,22.0
Foster Weather Station,08/20/2016,20.0,26.17,24.5,23.28
Foster Weather Station,08/21/2016,16.17,23.39,21.28,20.56
Foster Weather Station,08/22/2016,16.5,25.5,18.28,22.17
Foster Weather Station,08/23/2016,19.5,26.67,21.39,25.67
Foster Weather Station,08/24/2016,22.0,29.17,23.89,23.39
Foster Weather Station,08/25/2016,20.67,25.67,25.28,22.06
Foster Weather Station,08/26/2016,19.5,22.78,22.17,20.06
Foster Weather Station,08/27/2016,20.39,29.17,21.0,22.28
Foster Weather Station,08/28/2016,21.06,25.78,23.89,22.28
Foster Weather Station,08/29/2016,21.89,24.56,22.06,24.28
Foster Weather Station,08/30/2016,21.56,25.67,22.89,23.56
Foster Weather Station,08/31/2016,20.28,23.17,23.0,21.17
Foster Weather Station,09/01/2016,18.78,21.39,21.17,18.78
Foster Weather Station,09/02/2016,19.28,21.06,20.67,20.06
Foster Weather Station,09/03/2016,18.78,21.0,20.78,20.28
Foster Weather Station,09/04/2016,18.78,23.17,22.56,22.5
Foster Weather Station,09/05/2016,21.28,31.06,23.0,28.56
Foster Weather Station,09/06/2016,24.78,32.78,27.0,30.78
Foster Weather Station,09/07/2016,25.39,31.89,28.0,31.06
Foster Weather Station,09/08/2016,22.06,27.78,24.78,25.0
Foster Weather Station,09/09/2016,21.0,26.17,23.89,23.06
Foster Weather Station,09/10/2016,18.0,22.17,21.56,18.17
Foster Weather Station,09/11/2016,15.06,23.06,23.06,22.06
Foster Weather Station,09/12/2016,17.28,26.06,20.17,23.06
Foster Weather Station,09/13/2016,19.67,28.78,21.56,26.39
Foster Weather Station,09/14/2016,18.39,20.89,19.89,20.56
Foster Weather Station,09/15/2016,19.28,22.17,20.78,20.56
Foster Weather Station,09/16/2016,19.5,27.5,20.89,26.5
Foster Weather Station,09/17/2016,20.06,27.0,22.0,24.5
Foster Weather Station,09/18/2016,17.5,21.89,21.5,20.28
Foster Weather Station,09/19/2016,19.06,30.39,21.39,27.89
Foster Weather Station,09/20/2016,19.0,24.56,20.06,23.39
Foster Weather Station,09/21/2016,19.0,26.06,21.5,21.5
Foster Weather Station,09/22/2016,18.39,27.56,18.39,25.56
Foster Weather Station,09/23/2016,18.78,21.28,19.5,19.06
Foster Weather Station,09/24/2016,18.56,20.89,19.39,20.0
Foster Weather Station,09/25/2016,18.5,28.28,21.78,20.67
Foster Weather Station,09/26/2016,15.67,20.56,19.06,18.67
Foster Weather Station,09/27/2016,12.78,20.28,15.39,18.89
Foster Weather Station,09/28/2016,10.78,16.67,12.89,12.28
Foster Weather Station,09/29/2016,15.5,17.28,16.78,16.39
Foster Weather Station,09/30/2016,15.67,17.06,15.89,17.06
Foster Weather Station,10/01/2016,15.56,16.56,16.39,16.06
Foster Weather Station,10/02/2016,14.17,17.28,16.06,17.28
Foster Weather Station,10/03/2016,14.89,17.0,15.56,16.39
Foster Weather Station,10/04/2016,16.39,19.89,16.56,17.78
Foster Weather Station,10/05/2016,17.56,27.17,17.56,24.5
Foster Weather Station,10/06/2016,17.28,22.78,18.89,17.78
Foster Weather Station,10/07/2016,11.28,22.39,22.39,19.89
Foster Weather Station,10/08/2016,7.0,14.17,10.5,12.56
Foster Weather Station,10/09/2016,12.28,15.39,14.67,14.28
Foster Weather Station,10/10/2016,12.78,17.5,14.67,15.06
Foster Weather Station,10/11/2016,16.06,22.89,17.67,20.28
Foster Weather Station,10/12/2016,8.39,20.17,18.89,18.78
Foster Weather Station,10/13/2016,5.67,11.5,7.56,9.89
Foster Weather Station,10/14/2016,8.28,17.78,9.78,14.56
Foster Weather Station,10/15/2016,13.0,21.39,14.39,17.28
Foster Weather Station,10/16/2016,17.5,22.0,20.67,20.0
Foster Weather Station,10/17/2016,17.06,28.28,21.06,23.67
Foster Weather Station,10/18/2016,16.06,24.5,24.28,23.17
Foster Weather Station,10/19/2016,13.67,17.17,16.5,17.17
Foster Weather Station,10/20/2016,10.0,15.0,15.0,11.28
Foster Weather Station,10/21/2016,7.0,9.56,8.06,9.28
Foster Weather Station,10/22/2016,5.0,15.39,6.39,6.89
Foster Weather Station,10/23/2016,9.67,22.5,19.39,18.0
Foster Weather Station,10/24/2016,8.28,13.06,12.89,10.06
Foster Weather Station,10/25/2016,9.28,11.56,10.67,10.28
Foster Weather Station,10/26/2016,8.67,11.39,11.17,8.89
Foster Weather Station,10/27/2016,6.89,10.56,10.0,8.17
Foster Weather Station,10/28/2016,6.67,17.67,7.56,12.67
Foster Weather Station,10/29/2016,13.5,21.56,18.78,20.67
Foster Weather Station,10/30/2016,10.0,13.39,11.78,11.89
Foster Weather Station,10/31/2016,8.56,15.56,10.39,10.39
Foster Weather Station,11/01/2016,16.06,24.39,16.78,23.17
Foster Weather Station,11/02/2016,12.89,19.39,17.5,14.06
Foster Weather Station,11/03/2016,10.17,13.06,13.06,11.5
Foster Weather Station,11/04/2016,11.17,13.06,12.17,12.56
Foster Weather Station,11/05/2016,9.89,20.39,11.17,17.89
Foster Weather Station,11/06/2016,10.56,17.17,16.17,16.78
Foster Weather Station,11/07/2016,12.78,18.06,14.0,15.28
Foster Weather Station,11/08/2016,11.17,16.0,14.56,14.56
Foster Weather Station,11/09/2016,6.39,12.78,10.56,10.5
Foster Weather Station,11/10/2016,6.67,17.5,8.17,14.39
Foster Weather Station,11/11/2016,8.06,13.28,13.28,9.56
Foster Weather Station,11/12/2016,4.0,11.28,7.89,8.78
Foster Weather Station,11/13/2016,4.0,13.56,6.39,11.06
Foster Weather Station,11/14/2016,6.17,15.5,8.56,12.39
Foster Weather Station,11/15/2016,6.89,10.89,10.28,10.28
Foster Weather Station,11/16/2016,7.28,11.17,9.17,10.28
Foster Weather Station,11/17/2016,10.78,22.67,11.17,20.39
Foster Weather Station,11/18/2016,4.78,19.0,18.06,17.06
Foster Weather Station,11/19/2016,-0.56,4.56,4.0,2.78
Foster Weather Station,11/20/2016,-3.78,0.56,-1.78,-0.78
Foster Weather Station,11/21/2016,-2.17,3.39,-2.0,1.5
Foster Weather Station,11/22/2016,2.67,5.17,3.56,3.0
Foster Weather Station,11/23/2016,4.28,7.06,4.78,6.17
Foster Weather Station,11/24/2016,2.56,6.67,6.39,4.5
Foster Weather Station,11/25/2016,2.5,5.28,2.5,5.28
Foster Weather Station,11/26/2016,1.28,7.78,2.0,7.28
Foster Weather Station,11/27/2016,2.17,7.17,4.28,4.39
Foster Weather Station,11/28/2016,5.5,11.06,6.28,9.0
Foster Weather Station,11/29/2016,7.56,13.78,10.78,11.28
Foster Weather Station,11/30/2016,2.89,8.56,7.89,5.06
Foster Weather Station,12/01/2016,2.56,4.78,3.0,4.78
Foster Weather Station,12/02/2016,1.89,4.0,3.28,3.89
Foster Weather Station,12/03/2016,0.17,1.56,1.56,0.89
Foster Weather Station,12/04/2016,0.06,2.28,0.78,0.39
Foster Weather Station,12/05/2016,0.28,2.78,0.78,0.28
Foster Weather Station,12/06/2016,-2.06,4.78,3.28,4.56
Foster Weather Station,12/07/2016,-5.28,-1.17,-2.5,-1.28
Foster Weather Station,12/08/2016,-8.06,-4.28,-4.28,-6.89
Foster Weather Station,12/09/2016,-6.0,-3.17,-5.17,-3.78
Foster Weather Station,12/10/2016,-6.89,-4.0,-6.28,-5.0
Foster Weather Station,12/11/2016,-3.67,0.89,0.0,-0.67
Foster Weather Station,12/12/2016,-8.39,0.78,0.0,-6.06
Foster Weather Station,12/13/2016,-13.39,-4.56,-6.28,-8.0
Foster Weather Station,12/14/2016,-15.0,-6.67,-13.78,-6.89
Foster Weather Station,12/15/2016,-17.67,-12.28,-15.67,-13.5
Foster Weather Station,12/16/2016,-8.89,-5.56,-7.17,-7.56
Foster Weather Station,12/17/2016,-7.06,-4.28,-5.06,-5.06
Foster Weather Station,12/18/2016,-19.17,-8.89,-12.56,-12.56
Foster Weather Station,12/19/2016,-19.78,-9.28,-19.56,-12.0
Foster Weather Station,12/20/2016,-8.89,-1.39,-8.89,-2.5
Foster Weather Station,12/21/2016,-4.17,2.67,-4.0,0.0
Foster Weather Station,12/22/2016,-1.17,4.17,0.89,3.06
Foster Weather Station,12/23/2016,-0.67,2.67,-0.56,-0.67
Foster Weather Station,12/24/2016,1.17,2.5,2.06,2.39
Foster Weather Station,12/25/2016,0.39,2.0,1.0,1.0
Foster Weather Station,12/26/2016,-1.0,12.5,3.56,12.06
Foster Weather Station,12/27/2016,-3.28,-1.39,-1.78,-2.06
Foster Weather Station,12/28/2016,-2.67,6.67,-2.39,6.5
Foster Weather Station,12/29/2016,-0.17,2.0,2.0,0.28
Foster Weather Station,12/30/2016,-3.5,3.17,-0.39,-0.89
Foster Weather Station,12/31/2016,-1.56,5.17,3.67,2.78
Oak Street Weather Station,01/01/2016,-5.8,0.5,-3.2,-2.2
Oak Street Weather Station,01/02/2016,-3.9,1.5,-1.2,-0.4
Oak Street Weather Station,01/03/2016,-2.7,0.2,-2.0,0.0
Oak Street Weather Station,01/04/2016,-2.5,0.1,-1.8,-1.4
Oak Street Weather Station,01/05/2016,-3.8,1.6,-2.8,-1.8
Oak Street Weather Station,01/06/2016,-0.5,4.7,0.0,2.5
Oak Street Weather Station,01/07/2016,3.6,7.0,4.2,4.7
Oak Street Weather Station,01/08/2016,4.3,8.4,6.1,5.6
Oak Street Weather Station,01/09/2016,-0.5,7.4,7.3,3.0
Oak Street Weather Station,01/10/2016,-13.8,-3.1,-3.1,-8.1
Oak Street Weather Station,01/11/2016,-15.7,-3.4,-15.0,-10.5
Oak Street Weather Station,01/12/2016,-13.1,-5.1,-6.1,-11.2
Oak Street Weather Station,01/13/2016,-14.8,-0.9,-13.7,-10.2
Oak Street Weather Station,01/14/2016,-0.6,9.1,6.3,5.4
Oak Street Weather Station,01/15/2016,1.0,7.8,7.4,6.0
Oak Street Weather Station,01/16/2016,-2.1,0.5,-0.4,-0.5
Oak Street Weather Station,01/17/2016,-16.1,-13.6,-13.6,-16.1
Oak Street Weather Station,01/18/2016,-17.9,-12.6,-16.6,-13.8
Oak Street Weather Station,01/19/2016,-15.1,-7.1,-14.7,-10.3
Oak Street Weather Station,01/20/2016,-8.0,-4.3,-7.1,-5.9
Oak Street Weather Station,01/21/2016,-6.3,-2.1,-5.7,-4.3
Oak Street Weather Station,01/22/2016,-2.8,0.4,-2.6,-1.3
Oak Street Weather Station,01/23/2016,-0.9,0.2,0.2,-0.2
Oak Street Weather Station,01/24/2016,-2.7,2.3,-1.3,0.3
Oak Street Weather Station,01/25/2016,0.5,7.0,5.4,4.4
Oak Street Weather Station,01/26/2016,-1.8,5.1,3.4,0.2
Oak Street Weather Station,01/27/2016,-2.5,2.0,-2.3,-1.0
Oak Street Weather Station,01/28/2016,0.2,5.3,5.0,4.4
Oak Street Weather Station,01/29/2016,-3.7,3.7,-0.9,-2.7
Oak Street Weather Station,01/30/2016,3.9,10.1,4.4,7.6
Oak Street Weather Station,01/31/2016,3.6,10.2,9.8,10.2
Oak Street Weather Station,02/01/2016,1.3,4.5,2.9,2.8
Oak Street Weather Station,02/02/2016,1.1,4.4,3.2,1.5
Oak Street Weather Station,02/03/2016,0.2,4.8,3.7,4.4
Oak Street Weather Station,02/04/2016,-4.4,0.5,-2.0,-2.6
Oak Street Weather Station,02/05/2016,-1.1,0.1,0.1,-1.1
Oak Street Weather Station,02/06/2016,-1.2,5.8,-0.8,2.7
Oak Street Weather Station,02/07/2016,5.0,5.8,5.1,5.0
Oak Street Weather Station,02/08/2016,-1.0,0.4,-0.5,-0.2
Oak Street Weather Station,02/09/2016,-8.2,-6.3,-6.3,-6.5
Oak Street Weather Station,02/10/2016,-10.5,-7.4,-8.0,-8.4
Oak Street Weather Station,02/11/2016,-11.3,-5.0,-9.4,-7.8
Oak Street Weather Station,02/12/2016,-11.2,-4.5,-5.5,-4.8
Oak Street Weather Station,02/13/2016,-14.0,-7.7,-12.6,-10.0
Oak Street Weather Station,02/14/2016,-8.9,-6.1,-8.2,-6.9
Oak Street Weather Station,02/15/2016,-6.4,-0.7,-6.3,-2.3
Oak Street Weather Station,02/16/2016,-2.4,0.6,-1.9,-0.8
Oak Street Weather Station,02/17/2016,-2.8,0.5,0.0,-2.1
Oak Street Weather Station,02/18/2016,-2.4,5.9,-0.9,3.0
Oak Street Weather Station,02/19/2016,6.1,17.5,7.9,17.5
Oak Street Weather Station,02/20/2016,8.5,15.1,9.7,13.9
Oak Street Weather Station,02/21/2016,2.0,4.5,4.5,2.8
Oak Street Weather Station,02/22/2016,1.6,3.1,1.6,2.3
Oak Street Weather Station,02/23/2016,0.9,3.2,1.8,2.1
Oak Street Weather Station,02/24/2016,0.8,3.2,0.8,3.2
Oak Street Weather Station,02/25/2016,0.7,2.2,1.1,1.1
Oak Street Weather Station,02/26/2016,-0.5,2.1,1.9,1.2
Oak Street Weather Station,02/27/2016,0.1,13.2,0.5,3.8
Oak Street Weather Station,02/28/2016,4.0,18.0,17.4,16.8
Oak Street Weather Station,02/29/2016,0.3,11.9,3.6,9.2
Oak Street Weather Station,03/01/2016,-5.2,0.6,-0.7,-1.5
Oak Street Weather Station,03/02/2016,-7.4,0.6,-5.5,-1.7
Oak Street Weather Station,03/03/2016,-1.3,0.8,-1.0,0.0
Oak Street Weather Station,03/04/2016,-1.9,2.2,0.6,0.4
Oak Street Weather Station,03/05/2016,0.0,3.9,0.0,3.3
Oak Street Weather Station,03/06/2016,2.8,11.0,3.2,7.1
Oak Street Weather Station,03/07/2016,10.1,17.3,10.1,13.8
Oak Street Weather Station,03/08/2016,15.5,21.4,15.5,16.3
Oak Street Weather Station,03/09/2016,13.5,18.6,17.0,18.3
Oak Street Weather Station,03/10/2016,4.0,8.8,7.6,6.2
Oak Street Weather Station,03/11/2016,3.8,8.1,4.4,4.8
Oak Street Weather Station,03/12/2016,4.7,9.7,9.7,6.0
Oak Street Weather Station,03/13/2016,5.6,8.1,5.7,5.6
Oak Street Weather Station,03/14/2016,5.9,8.7,8.0,7.7
Oak Street Weather Station,03/15/2016,5.6,12.3,6.9,6.5
Oak Street Weather Station,03/16/2016,10.4,14.0,10.7,12.6
Oak Street Weather Station,03/17/2016,8.0,13.5,10.3,10.5
Oak Street Weather Station,03/18/2016,3.3,9.7,8.4,4.5
Oak Street Weather Station,03/19/2016,2.8,4.2,3.3,3.3
Oak Street Weather Station,03/20/2016,2.1,3.5,3.0,3.0
Oak Street Weather Station,03/21/2016,2.1,9.1,4.2,2.9
Oak Street Weather Station,03/22/2016,8.2,18.9,9.1,12.9
Oak Street Weather Station,03/23/2016,4.0,5.4,4.9,4.8
Oak Street Weather Station,03/24/2016,0.9,5.6,4.5,4.4
Oak Street Weather Station,03/25/2016,0.7,4.6,2.0,1.9
Oak Street Weather Station,03/26/2016,4.2,7.2,5.2,4.9
Oak Street Weather Station,03/27/2016,7.4,15.9,14.8,14.3
Oak Street Weather Station,03/28/2016,5.1,8.2,8.1,7.2
Oak Street Weather Station,03/29/2016,4.6,9.8,6.4,6.1
Oak Street Weather Station,03/30/2016,8.6,16.7,9.9,12.0
Oak Street Weather Station,03/31/2016,5.6,20.3,15.5,18.7
Oak Street Weather Station,04/01/2016,4.3,9.4,5.5,5.3
Oak Street Weather Station,04/02/2016,1.4,5.0,4.0,3.6
Oak Street Weather Station,04/03/2016,0.6,22.6,12.4,9.2
Oak Street Weather Station,04/04/2016,1.1,4.0,3.6,4.0
Oak Street Weather Station,04/05/2016,0.8,7.8,1.9,1.0
Oak Street Weather Station,04/06/2016,7.2,10.6,7.7,9.4
Oak Street Weather Station,04/07/2016,3.0,8.1,6.5,3.0
Oak Street Weather Station,04/08/2016,-0.5,5.4,5.0,4.9
Oak Street Weather Station,04/09/2016,-3.7,1.8,-0.6,-1.0
Oak Street Weather Station,04/10/2016,1.9,11.3,2.1,7.5
Oak Street Weather Station,04/11/2016,5.7,11.6,11.4,10.2
Oak Street Weather Station,04/12/2016,3.0,5.6,5.1,3.6
Oak Street Weather Station,04/13/2016,4.6,8.8,5.0,7.3
Oak Street Weather Station,04/14/2016,5.8,9.7,9.7,6.5
Oak Street Weather Station,04/15/2016,6.8,11.3,11.0,7.8
Oak Street Weather Station,04/16/2016,8.1,14.6,9.2,9.9
Oak Street Weather Station,04/17/2016,11.4,18.6,17.2,13.5
Oak Street Weather Station,04/18/2016,16.1,21.0,19.5,21.0
Oak Street Weather Station,04/19/2016,6.7,11.3,7.9,8.8
Oak Street Weather Station,04/20/2016,9.7,19.4,10.0,11.7
Oak Street Weather Station,04/21/2016,13.0,17.4,14.4,17.0
Oak Street Weather Station,04/22/2016,5.1,15.2,14.7,5.8
Oak Street Weather Station,04/23/2016,6.2,9.1,6.2,8.5
Oak Street Weather Station,04/24/2016,8.7,21.2,9.8,8.7
Oak Street Weather Station,04/26/2016,5.6,22.3,8.7,5.9
Oak Street Weather Station,04/27/2016,6.2,10.0,6.9,7.0
Oak Street Weather Station,04/28/2016,6.7,8.8,8.1,7.3
Oak Street Weather Station,04/29/2016,5.8,7.1,6.8,5.8
Oak Street Weather Station,04/30/2016,6.3,8.5,6.5,7.5
Oak Street Weather Station,05/01/2016,6.6,8.3,7.0,6.9
Oak Street Weather Station,05/02/2016,7.3,9.3,7.8,8.0
Oak Street Weather Station,05/03/2016,9.7,19.2,9.9,13.7
Oak Street Weather Station,05/04/2016,6.8,16.9,16.1,8.7
Oak Street Weather Station,05/05/2016,5.9,9.4,6.8,7.5
Oak Street Weather Station,05/06/2016,9.6,28.4,9.6,21.4
Oak Street Weather Station,05/07/2016,10.0,23.9,23.4,10.3
Oak Street Weather Station,05/08/2016,9.4,18.8,9.9,16.5
Oak Street Weather Station,05/09/2016,11.1,16.0,14.9,13.1
Oak Street Weather Station,05/19/2016,11.4,15.3,12.5,13.7
Oak Street Weather Station,05/20/2016,12.0,16.2,16.2,14.3
Oak Street Weather Station,05/21/2016,14.2,19.1,17.4,16.1
Oak Street Weather Station,05/22/2016,13.5,20.3,13.9,13.9
Oak Street Weather Station,05/23/2016,15.2,22.6,17.1,21.3
Oak Street Weather Station,05/24/2016,20.6,30.7,23.3,28.1
Oak Street Weather Station,05/25/2016,16.8,25.8,25.1,22.4
Oak Street Weather Station,05/26/2016,17.6,29.0,17.7,17.6
Oak Street Weather Station,05/27/2016,20.9,26.2,24.3,25.4
Oak Street Weather Station,05/28/2016,17.8,28.1,22.3,24.8
Oak Street Weather Station,05/29/2016,20.4,27.1,25.9,26.1
Oak Street Weather Station,05/30/2016,20.0,24.0,23.7,22.2
Oak Street Weather Station,05/31/2016,17.2,23.3,19.7,22.0
Oak Street Weather Station,06/01/2016,16.8,24.5,18.5,20.0
Oak Street Weather Station,06/02/2016,17.4,25.9,22.0,22.7
Oak Street Weather Station,06/03/2016,15.9,24.7,17.6,20.3
Oak Street Weather Station,06/04/2016,19.8,24.9,23.5,24.6
Oak Street Weather Station,06/05/2016,18.0,26.6,23.1,22.6
Oak Street Weather Station,06/06/2016,17.6,28.7,20.8,28.2
Oak Street Weather Station,06/07/2016,14.6,17.8,17.8,15.6
Oak Street Weather Station,06/08/2016,14.0,16.1,15.9,15.1
Oak Street Weather Station,06/09/2016,15.5,21.1,15.9,21.1
Oak Street Weather Station,06/10/2016,17.2,33.4,17.2,26.9
Oak Street Weather Station,06/11/2016,22.4,33.6,22.4,29.6
Oak Street Weather Station,06/12/2016,16.2,29.4,16.7,29.4
Oak Street Weather Station,06/13/2016,15.8,22.3,15.9,16.4
Oak Street Weather Station,06/14/2016,18.1,25.5,19.2,22.4
Oak Street Weather Station,06/15/2016,21.4,30.9,22.9,30.2
Oak Street Weather Station,06/16/2016,17.1,23.1,17.1,17.9
Oak Street Weather Station,06/17/2016,17.5,20.0,18.0,18.9
Oak Street Weather Station,06/18/2016,19.3,24.2,21.0,20.7
Oak Street Weather Station,06/19/2016,23.6,32.8,26.8,29.7
Oak Street Weather Station,06/20/2016,24.4,33.9,28.4,28.7
Oak Street Weather Station,06/21/2016,21.5,25.5,24.9,22.7
Oak Street Weather Station,06/22/2016,20.1,25.6,25.4,21.1
Oak Street Weather Station,06/23/2016,18.9,21.1,21.1,20.5
Oak Street Weather Station,06/24/2016,19.5,22.5,19.6,21.7
Oak Street Weather Station,06/25/2016,22.2,31.5,22.7,26.5
Oak Street Weather Station,06/26/2016,23.5,29.7,27.4,24.1
Oak Street Weather Station,06/27/2016,22.1,32.8,26.6,32.5
Oak Street Weather Station,06/28/2016,17.3,21.9,17.3,17.7
Oak Street Weather Station,06/29/2016,16.6,22.1,18.4,18.7
Oak Street Weather Station,06/30/2016,20.9,26.0,22.0,25.5
Oak Street Weather Station,07/01/2016,18.0,21.1,21.1,19.6
Oak Street Weather Station,07/02/2016,19.3,21.3,19.3,21.1
